Ticker
MMM
AOS
ABT
ABBV
ABMD
ACN
ATVI
ADM
ADBE
AAP
AMD
AES
AFL
APD
AKAM
ALK
ALB
ARE
ALGN
ALLE
LNT
ALL
GOOGL
GOOG
MO
AMZN
AMCR
AEE
AAL
AEP
AXP
AIG
AMT
AWK
AMP
ABC
AME
AMGN
APH
ADI
ANSS
ANTM
AON
APA
AAPL
AMAT
APTV
ANET
AJG
AIZ
T
ATO
ADSK
ADP
AZO
AVB
AVY
BKR
BLL
BAC
BBWI
BAX
BDX
BRK.B
BBY
BIO
BIIB
BLK
BK
BA
BKNG
BWA
BXP
BSX
BMY
AVGO
BR
BRO
BF.B
CHRW
CDNS
CZR
CPB
COF
CAH
KMX
CCL
CARR
CTLT
CAT
CBOE
CBRE
CDW
CE
CNC
CNP
CDAY
CERN
CF
CRL
SCHW
CHTR
CVX
CMG
CB
CHD
CI
CINF
CTAS
CSCO
C
CFG
CTXS
CLX
CME
CMS
KO
CTSH
CL
CMCSA
CMA
CAG
COP
ED
STZ
CPRT
GLW
CTVA
COST
CTRA
CCI
CSX
CMI
CVS
DHI
DHR
DRI
DVA
DE
DAL
XRAY
DVN
DXCM
FANG
DLR
DFS
DISCA
DISCK
DISH
DG
DLTR
D
DPZ
DOV
DOW
DTE
DUK
DRE
DD
DXC
EMN
ETN
EBAY
ECL
EIX
EW
EA
LLY
EMR
ENPH
ETR
EOG
EFX
EQIX
EQR
ESS
EL
ETSY
RE
EVRG
ES
EXC
EXPE
EXPD
EXR
XOM
FFIV
FB
FAST
FRT
FDX
FIS
FITB
FRC
FE
FISV
FLT
FMC
F
FTNT
FTV
FBHS
FOXA
FOX
BEN
FCX
GPS
GRMN
IT
GNRC
GD
GE
GIS
GM
GPC
GILD
GPN
GL
GS
HAL
HBI
HCA
PEAK
HSIC
HES
HPE
HLT
HOLX
HD
HON
HRL
HST
HWM
HPQ
HUM
HBAN
HII
IBM
IEX
IDXX
INFO
ITW
ILMN
INCY
IR
INTC
ICE
IFF
IP
IPG
INTU
ISRG
IVZ
IPGP
IQV
IRM
JBHT
JKHY
J
SJM
JNJ
JCI
JPM
JNPR
KSU
K
KEY
KEYS
KMB
KIM
KMI
KLAC
KHC
KR
LHX
LH
LRCX
LW
LVS
LEG
LDOS
LEN
LNC
LIN
LYV
LKQ
LMT
L
LOW
LUMN
LYB
MTB
MRO
MPC
MKTX
MAR
MMC
MLM
MAS
MA
MTCH
MKC
MCD
MCK
MDT
MRK
MET
MTD
MGM
MCHP
MU
MSFT
MAA
MRNA
MHK
TAP
MDLZ
MPWR
MNST
MCO
MS
MSI
MSCI
NDAQ
NTAP
NFLX
NWL
NEM
NWSA
NWS
NEE
NLSN
NKE
NI
NSC
NTRS
NOC
NLOK
NCLH
NRG
NUE
NVDA
NVR
NXPI
ORLY
OXY
ODFL
OMC
OKE
ORCL
OGN
OTIS
PCAR
PKG
PH
PAYX
PAYC
PYPL
PENN
PNR
PBCT
PEP
PKI
PFE
PM
PSX
PNW
PXD
PNC
POOL
PPG
PPL
PFG
PG
PGR
PLD
PRU
PTC
PEG
PSA
PHM
PVH
QRVO
QCOM
PWR
DGX
RL
RJF
RTX
O
REG
REGN
RF
RSG
RMD
RHI
ROK
ROL
ROP
ROST
RCL
SPGI
CRM
SBAC
SLB
STX
SEE
SRE
SHW
SPG
SWKS
SNA
SO
LUV
SWK
SBUX
STT
STE
SYK
SIVB
SYF
SNPS
SYY
TMUS
TROW
TTWO
TPR
TGT
TEL
TDY
TFX
TER
TSLA
TXN
TXT
COO
HIG
HSY
MOS
TRV
DIS
TMO
TJX
TSCO
TT
TDG
TRMB
TFC
TWTR
TYL
TSN
USB
UDR
ULTA
UAA
UA
UNP
UAL
UPS
URI
UNH
UHS
VLO
VTR
VRSN
VRSK
VZ
VRTX
VFC
VIAC
VTRS
V
VNO
VMC
WRB
GWW
WAB
WBA
WMT
WM
WAT
WEC
WFC
WELL
WST
WDC
WU
WRK
WY
WHR
WMB
WLTW
WYNN
XEL
XLNX
XYL
YUM
ZBRA
ZBH
ZION
ZTS
ABDN
ADM
AAL
ANTO
AHT
ABF
AZN
AUTO
AVST
AVV
AV
BME
BA.
BARC
BDEV
BKG
BHP
BP
BATS
BLND
BT
BNZL
BRBY
CCH
CPG
CRH
CRDA
DCC
DPH
DGE
ECM
ENT
EVR
EXPN
FERG
FLTR
FRES
GSK
GLEN
HLMA
HL
HIK
HSBA
IMB
INF
IHG
ICP
IAG
ITRK
ITV
JD
KGF
LAND
LGEN
LLOY
LSEG
MNG
MGGT
MRO
MNDI
NG
NWG
NXT
OCDO
PSON
PSH
PSN
PHNX
POLY
PRU
RKT
REL
RTO
RMV
RIO
RR
RDSA
RDSB
RMG
SGE
SBRY
SDR
SMT
SGRO
SVT
SN
SMDS
SMIN
SKG
SPX
SSE
STJ
STAN
TW
TSCO
ULVR
UU
VOD
WTB
WPP
3IN
FOUR
888
ASL
APEO
ATST
ATT
APAX
ASCL
ASHM
ASC
AGR
AML
ATG
AGT
BAB
BGFD
BBY
BCG
BNKR
BGEO
BBGI
BEZ
AJB
BBH
BWY
BHMG
BIFF
BYG
BRSC
THRG
BRWM
BCPT
BGSC
BOY
BRW
BPT
BVIC
BYIT
CCR
CLDN
CAPC
CGT
CNE
CCL
CEY
CHG
CHRY
CTY
CKN
CBG
CLI
CMCX
COA
CCC
GLO
CTEC
CSP
CWK
CRST
CURY
DARK
DLN
DPLM
DLG
DSCV
DEC
DOM
DRX
DOCS
DNLM
EZJ
EDIN
EWI
ELM
ENOG
ESNT
ERM
JEO
FDM
FXPO
FCSS
FEML
FEV
FSV
FGT
FGP
FCIT
FRAS
FUTR
GAW
GCP
GEN
GNS
GFTU
GRI
GPOR
UKW
GNC
GRG
HMSO
HBR
HVPE
HTWS
HSL
HRI
HGT
HICL
HILS
HFG
SONG
HSX
HSV
IBST
ICGT
IGG
IMI
IEM
INCH
INDV
IHP
INPP
INVP
IPO
ITV
IWG
JLEN
JMAT
JAM
JMG
JEDT
JFJ
JTC
JUP
KNOS
LRE
LWDB
LIO
LMP
LXI
EMG
MKS
MSLH
MDC
MRC
MRCH
MCRO
MAB
MTO
GROW
MONY
MNKS
MOON
MGAM
MGNS
MUT
MYI
NEX
NETW
NBPE
NCC
N91
OSB
OXIG
PAGE
PIN
PAG
PNN
PNL
PHLL
PFC
PETS
PTEC
PLUS
PCT
PFD
PHP
PFG
PZC
QQ
QLT
RAT
REDD
RDW
RSW
RHIM
RCP
ROR
RMG
RICA
SAFE
SNN
SVS
SDP
SOI
SAIN
SEIT
SEQI
SRP
SHB
SRE
SSON
SCT
SXS
SPI
SPT
SSPG
SUPR
SYNC
SYNT
THRL
TATE
TBCG
TEP
TMPL
TEM
TRIG
TIFS
TCAP
TRN
TPK
BBOX
EBOX
TRY
TUI
TLW
TYMN
UKCM
ULE
SHED
VSVS
VCT
VEIL
VOF
VMUK
VTY
VVO
FAN
WOSG
WEIR
JDW
SMWH
WTAN
WIZZ
WG
WKP
WWH
XPP
